client_id,first_name,last_name,email,phone_number,date_of_birth,gender,occupation,address,neighborhood,district_name,state,postcode,country,created_at,updated_at,status,points,lat,lon
815832737225,Encarnación,Nogueira,encarnación.nogueira@outlook.com,+34947 83 07 12,1935-11-17,Female,Nutricionista,Paseo de Santa María de la Cabeza,Arganzuela,Arganzuela,Comunidad de Madrid,28045,España,2023-05-06,2024-05-13,active,"(40.40177952480161, -3.6985577288768385)",40.40175654851821,-3.6985318248077896
686043288449,Ileana,Alegria,ileana.alegria@hotmail.com,+34925 097 522,1965-06-06,Female,Soldador y oxicortador,Calle de Isidoro Álvarez Álvarez,Arganzuela,Arganzuela,Comunidad de Madrid,28045,España,2020-03-05,2023-09-18,active,"(40.393964226348686, -3.6913544466010983)",40.39408425,-3.6911893916439276
521378766468,Abraham,Villanueva,abraham.villanueva@yahoo.com,+34 976 651 448,1997-10-17,Male,Barrendero,M-111,Barajas,Barajas,Comunidad de Madrid,28042,España,2022-03-11,2023-11-22,unactive,"(40.483828500296035, -3.5509735902560937)",40.4877811,-3.5534649
316841564169,Quirino,Pedraza,quirino.pedraza@gmail.com,+34 921 291 370,1986-11-21,Male,Técnico en operaciones de tecnología de la información y las comunicaciones,Calle Óscar,Barajas,Barajas,Comunidad de Madrid,28820,España,2023-05-24,2023-10-19,active,"(40.45271220561362, -3.560178000135098)",40.45278219577113,-3.5601799635057683
489965466706,Galo,Peñas,galo.peñas@hotmail.com,+34920 086 634,1976-05-03,Male,Peón de la construcción de edificios,M-12,Barajas,Barajas,Comunidad de Madrid,28042,España,2021-06-18,2024-03-31,active,"(40.48097271022321, -3.609979139414194)",40.4768602,-3.610084626491946
644040014959,Encarnación,Colomer,encarnación.colomer@gmail.com,+34878 78 14 56,1946-06-03,Female,Representante comercial,,Barajas,Barajas,Comunidad de Madrid,28042,España,2023-09-10,2023-08-04,active,"(40.481978435096366, -3.5688231288930172)",40.48194657688282,-3.565139606496054
215103557462,Aníbal,Mateos,aníbal.mateos@hotmail.com,+34 912 12 05 20,1995-11-02,Male,Periodista,,Barajas,Barajas,Comunidad de Madrid,28860,España,2020-04-23,2024-03-23,active,"(40.48107641717198, -3.5461783229937156)",40.4801478,-3.5460941
107797887043,Jordi,Díez,jordi.díez@yahoo.com,+34 884683302,1999-03-30,Male,Agente de bolsa,Calle de Arnedo,Carabanchel,Carabanchel,Comunidad de Madrid,28025,España,2020-03-29,2023-11-10,active,"(40.380601015934765, -3.7403938743086127)",40.380250450000005,-3.738146335109655
278155529523,Anna,Morera,anna.morera@outlook.com,+34 972774174,1940-08-19,Female,Operador de instalaciones de procesamiento de minerales y rocas,Calle del General Ricardos203,Carabanchel,Carabanchel,Comunidad de Madrid,28025,España,2023-01-20,2023-05-22,active,"(40.381975149956695, -3.743424228087713)",40.38188485,-3.7438857981177898
588278382439,Fabricio,Múgica,fabricio.múgica@outlook.com,+34884 296 917,1994-12-03,Male,Fotógrafo,Calle de Antonia Rodríguez Sacristán6,Carabanchel,Carabanchel,Comunidad de Madrid,28044,España,2022-08-23,2023-08-08,active,"(40.372199298741286, -3.746085655124589)",40.372295300000005,-3.7464031540857787
625162332513,Alexandra,Marín,alexandra.marín@outlook.com,+34946 481 323,2005-02-04,Female,Ingeniero en telecomunicaciones,Paseo de la Ermita del Santo,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2021-12-09,2023-12-20,active,"(40.39986014938761, -3.729173253301872)",40.39907315307323,-3.7291001908189063
317372494473,Miriam,Trillo,miriam.trillo@hotmail.com,+34 849 884 709,2005-08-28,Female,Director de investigación y desarrollo,M-40,Carabanchel,,Comunidad de Madrid,28919,España,2023-11-22,2024-01-19,active,"(40.36530420960674, -3.7244271469776122)",40.36465425230135,-3.724370328814477
847244519955,Agapito,Pol,agapito.pol@yahoo.com,+34 924 541 436,1967-07-14,Male,Cortador de vidrio,Calle de Valentín Llaguno,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2020-01-03,2023-06-28,active,"(40.390424500315, -3.730190338593882)",40.39034878998676,-3.730139351403133
577833501030,Dimas,Martín,dimas.martín@gmail.com,+34851 050 821,1938-05-30,Male,Auxiliar de servicio de abordo,M-40,Carabanchel,Carabanchel,Comunidad de Madrid,28919,España,2020-03-13,2023-12-07,active,"(40.36558258538462, -3.728313571692801)",40.36407020298068,-3.727979678497669
883141185469,María Pilar,Jurado,maría.pilar.jurado@hotmail.com,+34 715 17 84 37,1998-01-02,Female,Personas que realizan trabajos varios,Carretera de Leganés,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2021-08-17,2024-03-27,active,"(40.36360327535918, -3.7435018174382555)",40.36363884552834,-3.7435624130104546
23627335861,Alex,Cabanillas,alex.cabanillas@yahoo.com,+34 885 69 38 81,1957-04-26,Male,Psicólogo,Calle Halconero del Rey,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2024-05-08,2024-05-06,active,"(40.36936550002415, -3.72504062567245)",40.3701416,-3.7245334
728595389305,Jorge,Andrés,jorge.andrés@yahoo.com,+34882 49 51 30,1950-02-27,Male,Sombrerero,Calle Halconero del Rey,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2023-05-22,2023-10-10,active,"(40.36602825071482, -3.7303505692918546)",40.3671557,-3.7308735
500235209373,Eugenia,Gámez,eugenia.gámez@yahoo.com,+34 913 35 89 81,1985-01-24,Female,Mecánico y reparador de máquinas agrícolas e industriales,Calle de los Morales,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2022-06-29,2023-09-12,active,"(40.36133961744606, -3.7553362574901534)",40.360572399999995,-3.7555297401826513
775609360150,Abraham,Serra,abraham.serra@outlook.com,+34 971 52 44 28,1976-03-20,Male,Auxiliar laico de las religión,Calle Halconero del Rey,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2021-07-07,2024-02-11,unactive,"(40.36576601289249, -3.7332549099431858)",40.3672132,-3.73125940613202
303002161512,Leonor,Adán,leonor.adán@hotmail.com,+34 984 827 082,1958-01-17,Female,Asistente farmacéutico,Calle de la Laguna56,Carabanchel,Carabanchel,Comunidad de Madrid,28047,España,2024-01-17,2023-10-25,active,"(40.38859035001195, -3.742095733974785)",40.3886758,-3.742146592311878
529042189022,Reinaldo,Silva,reinaldo.silva@outlook.com,+34975378891,1979-10-20,Male,Empleado de servicios de correos,Avenida de la Peseta112,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2023-01-16,2024-04-24,active,"(40.36240573746502, -3.7471801104836038)",40.3626515,-3.746226894226215
219408523330,Federico,Plaza,federico.plaza@gmail.com,+34743 50 10 75,1951-04-25,Male,Director de servicios de tecnología de la información y las comunicaciones,Calle Halconero del Rey,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2022-02-23,2024-01-01,active,"(40.370943138440424, -3.7360447925222506)",40.37078265453821,-3.7360475249765837
958299286696,Asdrubal,Bastida,asdrubal.bastida@gmail.com,+34 875 22 96 13,1991-02-16,Male,"Gerente de centros deportivos, de esparcimiento y culturales",Calle de Polvoranca,Carabanchel,Carabanchel,Comunidad de Madrid,28044,España,2022-09-03,2023-08-13,active,"(40.369595500064776, -3.7573200194323886)",40.370368150000004,-3.75640995263187
652374238064,Luciano,Ocaña,luciano.ocaña@gmail.com,+34880 482 123,1972-07-13,Male,Ayudante de ambulancia,Calle Halconero del Rey,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2020-05-27,2023-11-02,active,"(40.37175792183822, -3.7343591828391247)",40.3717134,-3.7342957
137034514882,Gil,Duran,gil.duran@outlook.com,+34954413693,1963-02-18,Male,Profesor de enseñanza secundaria,Carril bici Parque de San Isidro,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2021-02-14,2023-09-02,active,"(40.39827676813221, -3.7303856403460314)",40.398445800000005,-3.7303466133995062
935725022184,Cándida,Cuervo,cándida.cuervo@yahoo.com,+34983 256 155,1934-05-19,Female,Operador de instalaciones de refinación de petróleo y gas natural,Paseo de la Ermita del Santo,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2020-03-13,2023-07-16,unactive,"(40.40128023634378, -3.7253233440066675)",40.4012475013464,-3.725247657243828
906513673591,Demetrio,Marqués,demetrio.marqués@outlook.com,+34983 90 86 36,1934-01-02,Male,Agrimensor,Calle del General Ricardos,Carabanchel,Carabanchel,Comunidad de Madrid,28025,España,2023-10-07,2023-12-14,active,"(40.380730948628255, -3.7451043892794313)",40.38068623679933,-3.7450601964932946
936701544453,Inocencio,Abril,inocencio.abril@hotmail.com,+34821420786,2002-01-25,Male,Receptor de apuestas,Calle del Guadalete1,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2023-12-03,2023-08-05,active,"(40.389067467660496, -3.7142739814848036)",40.3889577,-3.7143361
408448166282,Lupe,Riquelme,lupe.riquelme@hotmail.com,+34 825076192,1955-05-29,Male,Sociólogo,Calle del General Ricardos,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2022-03-31,2023-05-19,active,"(40.38901974153839, -3.7317798999230303)",40.389255649999996,-3.7316430661401094
945645752495,Plácido,Guzman,plácido.guzman@hotmail.com,+34 877325933,1990-05-29,Male,Arquitecto,Carril bici Parquesur,Carabanchel,Carabanchel,Comunidad de Madrid,28025,España,2023-01-20,2024-04-06,active,"(40.38173400957313, -3.7210724382664946)",40.38164295,-3.721092322836213
462589777733,Georgina,Cózar,georgina.cózar@hotmail.com,+34 848817049,1972-05-02,Female,Consignatario,Calle del Duro,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2022-01-26,2024-03-13,active,"(40.36421950112871, -3.744015103745648)",40.36419317059482,-3.7440843536977813
940415883808,Mónica,Miralles,mónica.miralles@outlook.com,+34884 098 247,1940-02-22,Female,Dibujante técnico,Calle de Santa Flora,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2021-02-25,2023-10-06,active,"(40.38735530264057, -3.7187832194609567)",40.38714017125712,-3.718711667134095
905656159924,Narcisa,Calvo,narcisa.calvo@hotmail.com,+34 820 70 76 51,1953-01-25,Female,Agente de servicios de expedición de licencias y permisos,Calle de José del Río,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2023-06-10,2023-11-27,active,"(40.39707400722366, -3.7273070461262545)",40.3964833,-3.7272765
454386495365,Eugenia,Águila,eugenia.águila@yahoo.com,+34 987 653 690,1996-04-10,Female,Profesor de universidades y de la enseñanza superior,Calle de Belzunegui,Carabanchel,Carabanchel,Comunidad de Madrid,28025,España,2022-11-08,2024-05-12,active,"(40.376897424339646, -3.7389641194639127)",40.3768471,-3.7392442
907432298422,Pepe,Bellido,pepe.bellido@gmail.com,+34974 05 59 71,1943-09-13,Male,Oficial de cubierta,Calle del Dátil,Carabanchel,Carabanchel,Comunidad de Madrid,28044,España,2023-04-18,2023-08-21,active,"(40.37646352014758, -3.748575402472952)",40.37647200433039,-3.748571529342565
833288461427,Tamara,Cuervo,tamara.cuervo@outlook.com,+34 824 26 67 74,1943-01-17,Female,Albañil,Paseo de Santa María de la Cabeza,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2022-03-16,2024-03-25,active,"(40.38616789081798, -3.7168976731486674)",40.3861315,-3.7168903
207926214763,Emperatriz,Palomar,emperatriz.palomar@hotmail.com,+34835 026 515,1933-05-27,Female,Profesional de nivel medio de servicios estadísticos o matemáticos,Calle Halconero del Rey,Carabanchel,Carabanchel,Comunidad de Madrid,28054,España,2024-05-08,2023-11-12,active,"(40.365970235729876, -3.733594525996414)",40.3677732,-3.7343981
172462934514,Águeda,Vega,águeda.vega@gmail.com,+34928 940 576,1979-05-04,Female,Mecánico y reparador de máquinas agrícolas e industriales,Paseo de la Ermita del Santo,Carabanchel,Carabanchel,Comunidad de Madrid,28019,España,2021-05-13,2023-08-29,active,"(40.40013780508346, -3.7309350746205294)",40.3999855,-3.730262
634582079593,Hugo,Bayo,hugo.bayo@outlook.com,+34600 10 49 96,1998-02-05,Male,Operador de máquinas de movimiento de tierras,Calle del Siglo Futuro14,Carabanchel,Carabanchel,Comunidad de Madrid,28025,España,2023-09-10,2023-05-21,active,"(40.376792001343745, -3.745573804153678)",40.376740749999996,-3.7454917113203505
818780340359,Demetrio,Bautista,demetrio.bautista@yahoo.com,+34 920889303,1963-05-27,Male,Estadístico,Calle de Jacobinia74,Carabanchel,Carabanchel,Comunidad de Madrid,28047,España,2023-10-06,2023-12-27,active,"(40.37815214459534, -3.753754596074112)",40.3779132,-3.7536718
770677973499,Alma,Ibañez,alma.ibañez@yahoo.com,+34 827 932 209,1936-09-30,Female,Trabajador ambulante de servicios,M-40,Carabanchel,Carabanchel,Comunidad de Madrid,28919,España,2021-05-06,2023-10-08,active,"(40.36569856363121, -3.727851790248459)",40.36417280387556,-3.7275149436953052
111103747400,Custodia,Colomer,custodia.colomer@yahoo.com,+34902 299 517,1945-10-22,Female,Programador de aplicaciones,Avenida de Nuestra Señora de Fátima,Carabanchel,Carabanchel,Comunidad de Madrid,28047,España,2022-01-04,2023-11-19,active,"(40.37963800762457, -3.748736197117813)",40.3796592,-3.7487621
874447466925,Coral,Mas,coral.mas@hotmail.com,+34949 60 62 57,1955-03-31,Female,Agente de empleo,Plaza de la Armería,Centro,Centro,Comunidad de Madrid,28013,España,2020-11-18,2023-12-25,active,"(40.41755412584175, -3.715197981994)",40.416985800000006,-3.7143934975445916
387157954099,Jose Antonio,Moreno,jose.antonio.moreno@yahoo.com,+34983351735,1968-04-19,Male,"Operador de incineradores, instalaciones de tratamiento de agua",Calle de El Salvador,Centro,Centro,Comunidad de Madrid,28012,España,2022-11-04,2024-04-12,active,"(40.41418296087722, -3.7064914077471163)",40.4140914,-3.7064687
542898357986,Feliciano,Lozano,feliciano.lozano@hotmail.com,+34828 339 387,1968-12-04,Male,Fumigador,Calle del General Castaños7,Centro,Centro,Comunidad de Madrid,28004,España,2021-05-27,2023-10-02,active,"(40.42535114590122, -3.694151730744137)",40.42539505,-3.694110779301942
838593291230,Paz,Peñalver,paz.peñalver@yahoo.com,+34 975 86 41 62,1996-11-05,Female,Grabador de piedra,Calle de la Montera44,Centro,Centro,Comunidad de Madrid,28013,España,2023-12-15,2024-01-29,unactive,"(40.419483660107154, -3.701664381981831)",40.4194403,-3.7016187
197712748280,Calista,Navarrete,calista.navarrete@yahoo.com,+34 977 106 730,1983-08-13,Female,Instructor en tecnologías de la información,Calle de Fuencarral46,Centro,Centro,Comunidad de Madrid,28004,España,2023-03-06,2023-10-28,active,"(40.42316716860105, -3.700705164102614)",40.4231586,-3.7006127
576504682887,Sabas,Lucena,sabas.lucena@outlook.com,+34 843 05 89 40,1996-02-24,Male,Barnizador,Calle de Cervantes22,Centro,Centro,Comunidad de Madrid,28014,España,2024-03-05,2023-07-01,unactive,"(40.41427991831637, -3.6972396341045886)",40.4141516,-3.6973815182951766
728092280344,Graciana,Hurtado,graciana.hurtado@gmail.com,+34 873 79 22 20,1935-06-14,Female,Conserje,Calle de San Quintín,Centro,Centro,Comunidad de Madrid,28013,España,2023-07-19,2024-02-19,active,"(40.41902867589671, -3.7116712938318024)",40.419195900000005,-3.7122676522338156
676274662420,Marisol,Viña,marisol.viña@gmail.com,+34 987508924,1970-12-29,Female,Educador para necesidades especiales,Calle del Espíritu Santo18,Centro,Centro,Comunidad de Madrid,28004,España,2023-01-08,2023-09-02,active,"(40.425303436994355, -3.703182140101651)",40.42547935,-3.7031772503239524
540939698885,Aitor,Feijoo,aitor.feijoo@hotmail.com,+34 876 38 16 43,1941-03-01,Male,Profesional de la publicidad y la comercialización,Calle de la Luna32,Centro,Centro,Comunidad de Madrid,28004,España,2022-01-15,2023-06-25,unactive,"(40.423201050387, -3.7068095847175995)",40.42307635,-3.7069999025413547
873734010536,Ainara,Rosell,ainara.rosell@hotmail.com,+34 948066854,1953-01-28,Female,"Operador de máquinas de preparación de fibras, hilado y devanado",Plaza de San Andrés1,Centro,Centro,Comunidad de Madrid,28005,España,2020-10-13,2023-08-06,active,"(40.41215694476235, -3.71124825189662)",40.41222615,-3.711491512051957
221981459525,Magdalena,Torrecilla,magdalena.torrecilla@gmail.com,+34 977 549 113,1995-10-01,Female,Director de industrias manufactureras,Calle Tabernillas19,Centro,Centro,Comunidad de Madrid,28005,España,2020-07-01,2024-03-16,active,"(40.41044950307983, -3.7113925358673896)",40.4103576,-3.7115326467052574
835127002903,Beatriz,Bernal,beatriz.bernal@outlook.com,+34 946855121,1973-10-18,Female,Operador de máquinas de procesamiento de texto y mecanógrafos,Calle de la Encomienda,Centro,Centro,Comunidad de Madrid,28012,España,2022-06-24,2023-12-31,active,"(40.4083911482197, -3.7069228716696427)",40.40863315,-3.707329519930352
302697402369,Anabel,Miguel,anabel.miguel@yahoo.com,+34875 384 211,1983-12-26,Female,Desarrollador de software,Calle de la Cava Alta14,Centro,Centro,Comunidad de Madrid,28005,España,2023-02-10,2024-02-23,active,"(40.412362119511506, -3.708993773497488)",40.4122677,-3.7090583
779572214764,Octavio,Piña,octavio.piña@outlook.com,+34988 09 68 15,1968-10-12,Male,Supervisor de industria manufacturera,Calle de Embajadores15,Centro,Centro,Comunidad de Madrid,28012,España,2021-11-13,2023-11-14,active,"(40.409622027606886, -3.705543872086086)",40.4095677,-3.7056128175925935
755294248380,Seve,Echevarría,seve.echevarría@gmail.com,+34855305558,1985-05-28,Male,Urbanistas e ingenieros de tránsito,Calle de la Ballesta24,Centro,Centro,Comunidad de Madrid,28004,España,2021-12-04,2024-01-24,active,"(40.42237046178508, -3.703221816346785)",40.4224277,-3.7032224
207537920188,Verónica,Palmer,verónica.palmer@outlook.com,+34 939346752,1975-01-28,Female,Especialista en políticas de administración,Calle Mira el Río Baja,Centro,Centro,Comunidad de Madrid,28005,España,2021-08-04,2023-06-17,unactive,"(40.40746882365258, -3.709061852258582)",40.4073719,-3.7090258120057857
59987194123,Rita,Vargas,rita.vargas@hotmail.com,+34 874090194,1957-08-26,Female,Tipógrafo,Paseo del Prado,Centro,Retiro,Comunidad de Madrid,28014,España,2022-12-20,2024-02-28,active,"(40.41426688602665, -3.6938903881219454)",40.41389125,-3.6935851167887463
834745745229,Maura,Cabrera,maura.cabrera@outlook.com,+34901 11 46 46,1974-09-01,Female,"Panaderos, pasteleros y confiteros",Calle de Alberto Aguilera,Centro,Centro,Comunidad de Madrid,28015,España,2021-06-10,2024-04-24,active,"(40.42992632768683, -3.7114013765252714)",40.4300144,-3.7114198
609421439105,Benigna,Izquierdo,benigna.izquierdo@hotmail.com,+34878 635 584,1999-06-05,Female,Auxiliar laico de las religión,Calle del General Castaños4,Centro,Centro,Comunidad de Madrid,28004,España,2020-12-13,2024-03-04,active,"(40.426032614867026, -3.693491542067252)",40.4259367,-3.6934039256761686
636323290386,Mauricio,Duarte,mauricio.duarte@outlook.com,+34974 562 261,1960-12-02,Male,Profesional en redes de computadores,Calle del Príncipe de Vergara112,Chamartín,Chamartín,Comunidad de Madrid,28002,España,2020-06-08,2023-09-26,suspended,"(40.440116801256316, -3.6788265010144143)",40.439812950000004,-3.678418018595381
